day,program,semester,period,time_start,time_end,lab_name,lab_block_length,prev_is_lab,next_is_lab,lab_occupied,week
Tuesday,cse_g1,4.0,4,11:20,12:10,Test Lab,4,1,1,1,101
Tuesday,cse_aiml,6.0,5,13:40,14:30,Test Lab,4,1,1,0,101
Tuesday,cse_aiml,6.0,6,14:30,15:20,Test Lab,4,1,1,1,101
Tuesday,cse_aiml,6.0,7,15:30,16:20,Test Lab,4,1,1,1,101
Tuesday,cse_aiml,6.0,8,16:20,17:10,Test Lab,4,1,0,1,101
Wednesday,,,1,08:30,09:20,Test Lab,0,0,1,0,101
Wednesday,cse_g2,6.0,2,09:20,10:10,Test Lab,2,0,1,0,101
Wednesday,cse_g2,6.0,3,10:30,11:20,Test Lab,2,1,0,1,101
Wednesday,,,4,11:20,12:10,Test Lab,0,1,1,0,101
Wednesday,cse_g1,2.0,5,13:40,14:30,Test Lab,2,0,1,1,101
Wednesday,cse_g1,2.0,6,14:30,15:20,Test Lab,2,1,1,1,101
Wednesday,cse_g1,8.0,7,15:30,16:20,Test Lab,2,1,1,1,101
Wednesday,cse_g1,8.0,8,16:20,17:10,Test Lab,2,1,0,1,101
Thursday,,,1,08:30,09:20,Test Lab,0,0,0,0,101
Thursday,,,2,09:20,10:10,Test Lab,0,0,1,0,101
Thursday,cse_g2,8.0,3,10:30,11:20,Test Lab,2,0,1,1,101
Thursday,cse_g2,8.0,4,11:20,12:10,Test Lab,2,1,1,1,101
Thursday,cse_g1,6.0,5,13:40,14:30,Test Lab,4,1,1,1,101
Thursday,cse_g1,6.0,6,14:30,15:20,Test Lab,4,1,1,1,101
Thursday,cse_g1,6.0,7,15:30,16:20,Test Lab,4,1,1,1,101
Thursday,cse_g1,6.0,8,16:20,17:10,Test Lab,4,1,0,1,101
Friday,cse_aiml,6.0,1,08:30,09:20,Test Lab,4,0,1,1,101
Friday,cse_aiml,6.0,2,09:20,10:10,Test Lab,4,1,1,1,101
Friday,cse_aiml,6.0,3,10:30,11:20,Test Lab,4,1,1,1,101
Friday,cse_aiml,6.0,4,11:20,12:10,Test Lab,4,1,1,1,101
Friday,cse_g1,6.0,5,13:40,14:30,Test Lab,2,1,1,1,101
Friday,cse_g1,6.0,6,14:30,15:20,Test Lab,2,1,1,1,101
Friday,cse_g2,4.0,7,15:30,16:20,Test Lab,2,1,1,1,101
Friday,cse_g2,4.0,8,16:20,17:10,Test Lab,2,1,0,1,101
Monday,,,1,08:30,09:20,Test Lab,0,0,0,0,102
Monday,,,2,09:20,10:10,Test Lab,0,0,1,0,102
Monday,cse_g1,6.0,3,10:30,11:20,Test Lab,2,0,1,1,102
Monday,cse_g1,6.0,4,11:20,12:10,Test Lab,2,1,1,1,102
Monday,cse_g2,2.0,5,13:40,14:30,Test Lab,2,1,1,1,102
Monday,cse_g2,2.0,6,14:30,15:20,Test Lab,2,1,0,1,102
Monday,,,7,15:30,16:20,Test Lab,0,1,0,0,102
Monday,,,8,16:20,17:10,Test Lab,0,0,0,0,102
Tuesday,cse_g1,4.0,1,08:30,09:20,Test Lab,4,0,1,1,102
Tuesday,cse_g1,4.0,2,09:20,10:10,Test Lab,4,1,1,1,102
Tuesday,cse_g1,4.0,3,10:30,11:20,Test Lab,4,1,1,1,102
Tuesday,cse_g1,4.0,4,11:20,12:10,Test Lab,4,1,1,1,102
Tuesday,cse_aiml,6.0,5,13:40,14:30,Test Lab,4,1,1,1,102
Tuesday,cse_aiml,6.0,6,14:30,15:20,Test Lab,4,1,1,1,102
Tuesday,cse_aiml,6.0,7,15:30,16:20,Test Lab,4,1,1,1,102
Tuesday,cse_aiml,6.0,8,16:20,17:10,Test Lab,4,1,0,1,102
Wednesday,,,1,08:30,09:20,Test Lab,0,0,1,0,102
Wednesday,cse_g2,6.0,2,09:20,10:10,Test Lab,2,0,1,1,102
Wednesday,cse_g2,6.0,3,10:30,11:20,Test Lab,2,1,0,1,102
Wednesday,,,4,11:20,12:10,Test Lab,0,1,1,0,102
Wednesday,cse_g1,2.0,5,13:40,14:30,Test Lab,2,0,1,1,102
Wednesday,cse_g1,2.0,6,14:30,15:20,Test Lab,2,1,1,1,102
Wednesday,cse_g1,8.0,7,15:30,16:20,Test Lab,2,1,1,1,102
Wednesday,cse_g1,8.0,8,16:20,17:10,Test Lab,2,1,0,1,102
Thursday,,,1,08:30,09:20,Test Lab,0,0,0,0,102
Thursday,,,2,09:20,10:10,Test Lab,0,0,1,0,102
Thursday,cse_g2,8.0,3,10:30,11:20,Test Lab,2,0,1,1,102
Thursday,cse_g2,8.0,4,11:20,12:10,Test Lab,2,1,1,1,102
Thursday,cse_g1,6.0,5,13:40,14:30,Test Lab,4,1,1,1,102
Thursday,cse_g1,6.0,6,14:30,15:20,Test Lab,4,1,1,1,102
Thursday,cse_g1,6.0,7,15:30,16:20,Test Lab,4,1,1,1,102
Thursday,cse_g1,6.0,8,16:20,17:10,Test Lab,4,1,0,1,102
Friday,cse_aiml,6.0,1,08:30,09:20,Test Lab,4,0,1,1,102
Friday,cse_aiml,6.0,2,09:20,10:10,Test Lab,4,1,1,1,102
Friday,cse_aiml,6.0,3,10:30,11:20,Test Lab,4,1,1,1,102
Friday,cse_aiml,6.0,4,11:20,12:10,Test Lab,4,1,1,0,102
Friday,cse_g1,6.0,5,13:40,14:30,Test Lab,2,1,1,1,102
Friday,cse_g1,6.0,6,14:30,15:20,Test Lab,2,1,1,1,102
Friday,cse_g2,4.0,7,15:30,16:20,Test Lab,2,1,1,1,102
Friday,cse_g2,4.0,8,16:20,17:10,Test Lab,2,1,0,1,102
Monday,,,1,08:30,09:20,Test Lab,0,0,0,0,103
Monday,,,2,09:20,10:10,Test Lab,0,0,1,0,103
Monday,cse_g1,6.0,3,10:30,11:20,Test Lab,2,0,1,1,103
Monday,cse_g1,6.0,4,11:20,12:10,Test Lab,2,1,1,1,103
Monday,cse_g2,2.0,5,13:40,14:30,Test Lab,2,1,1,1,103
Monday,cse_g2,2.0,6,14:30,15:20,Test Lab,2,1,0,0,103
Monday,,,7,15:30,16:20,Test Lab,0,1,0,0,103
Monday,,,8,16:20,17:10,Test Lab,0,0,0,0,103
Tuesday,cse_g1,4.0,1,08:30,09:20,Test Lab,4,0,1,1,103
Tuesday,cse_g1,4.0,2,09:20,10:10,Test Lab,4,1,1,1,103
Tuesday,cse_g1,4.0,3,10:30,11:20,Test Lab,4,1,1,1,103
Tuesday,cse_g1,4.0,4,11:20,12:10,Test Lab,4,1,1,1,103
Tuesday,cse_aiml,6.0,5,13:40,14:30,Test Lab,4,1,1,1,103
Tuesday,cse_aiml,6.0,6,14:30,15:20,Test Lab,4,1,1,1,103
Tuesday,cse_aiml,6.0,7,15:30,16:20,Test Lab,4,1,1,1,103
Tuesday,cse_aiml,6.0,8,16:20,17:10,Test Lab,4,1,0,1,103
Wednesday,,,1,08:30,09:20,Test Lab,0,0,1,0,103
Wednesday,cse_g2,6.0,2,09:20,10:10,Test Lab,2,0,1,1,103
Wednesday,cse_g2,6.0,3,10:30,11:20,Test Lab,2,1,0,1,103
Wednesday,,,4,11:20,12:10,Test Lab,0,1,1,0,103
Wednesday,cse_g1,2.0,5,13:40,14:30,Test Lab,2,0,1,1,103
Wednesday,cse_g1,2.0,6,14:30,15:20,Test Lab,2,1,1,1,103
Wednesday,cse_g1,8.0,7,15:30,16:20,Test Lab,2,1,1,1,103
Wednesday,cse_g1,8.0,8,16:20,17:10,Test Lab,2,1,0,1,103
Thursday,,,1,08:30,09:20,Test Lab,0,0,0,0,103
Thursday,,,2,09:20,10:10,Test Lab,0,0,1,0,103
Thursday,cse_g2,8.0,3,10:30,11:20,Test Lab,2,0,1,1,103
Thursday,cse_g2,8.0,4,11:20,12:10,Test Lab,2,1,1,1,103
Thursday,cse_g1,6.0,5,13:40,14:30,Test Lab,4,1,1,1,103
Thursday,cse_g1,6.0,6,14:30,15:20,Test Lab,4,1,1,1,103
Thursday,cse_g1,6.0,7,15:30,16:20,Test Lab,4,1,1,1,103
Thursday,cse_g1,6.0,8,16:20,17:10,Test Lab,4,1,0,1,103
Friday,cse_aiml,6.0,1,08:30,09:20,Test Lab,4,0,1,1,103
Friday,cse_aiml,6.0,2,09:20,10:10,Test Lab,4,1,1,1,103
Friday,cse_aiml,6.0,3,10:30,11:20,Test Lab,4,1,1,1,103
Friday,cse_aiml,6.0,4,11:20,12:10,Test Lab,4,1,1,1,103
Friday,cse_g1,6.0,5,13:40,14:30,Test Lab,2,1,1,1,103
Friday,cse_g1,6.0,6,14:30,15:20,Test Lab,2,1,1,1,103
Friday,cse_g2,4.0,7,15:30,16:20,Test Lab,2,1,1,1,103
Friday,cse_g2,4.0,8,16:20,17:10,Test Lab,2,1,0,1,103
Monday,,,1,08:30,09:20,Test Lab,0,0,0,0,104
Monday,,,2,09:20,10:10,Test Lab,0,0,1,0,104
Monday,cse_g1,6.0,3,10:30,11:20,Test Lab,2,0,1,1,104
Monday,cse_g1,6.0,4,11:20,12:10,Test Lab,2,1,1,1,104
Monday,cse_g2,2.0,5,13:40,14:30,Test Lab,2,1,1,1,104
Monday,cse_g2,2.0,6,14:30,15:20,Test Lab,2,1,0,1,104
Monday,,,7,15:30,16:20,Test Lab,0,1,0,0,104
Monday,,,8,16:20,17:10,Test Lab,0,0,0,0,104
Tuesday,cse_g1,4.0,1,08:30,09:20,Test Lab,4,0,1,1,104
Tuesday,cse_g1,4.0,2,09:20,10:10,Test Lab,4,1,1,1,104
Tuesday,cse_g1,4.0,3,10:30,11:20,Test Lab,4,1,1,1,104
Tuesday,cse_g1,4.0,4,11:20,12:10,Test Lab,4,1,1,1,104
Tuesday,cse_aiml,6.0,5,13:40,14:30,Test Lab,4,1,1,1,104
Tuesday,cse_aiml,6.0,6,14:30,15:20,Test Lab,4,1,1,1,104
Tuesday,cse_aiml,6.0,7,15:30,16:20,Test Lab,4,1,1,1,104
Tuesday,cse_aiml,6.0,8,16:20,17:10,Test Lab,4,1,0,1,104
Wednesday,,,1,08:30,09:20,Test Lab,0,0,1,0,104
Wednesday,cse_g2,6.0,2,09:20,10:10,Test Lab,2,0,1,1,104
Wednesday,cse_g2,6.0,3,10:30,11:20,Test Lab,2,1,0,1,104
Wednesday,,,4,11:20,12:10,Test Lab,0,1,1,1,104
Wednesday,cse_g1,2.0,5,13:40,14:30,Test Lab,2,0,1,1,104
Wednesday,cse_g1,2.0,6,14:30,15:20,Test Lab,2,1,1,1,104
Wednesday,cse_g1,8.0,7,15:30,16:20,Test Lab,2,1,1,1,104
Wednesday,cse_g1,8.0,8,16:20,17:10,Test Lab,2,1,0,1,104
Thursday,,,1,08:30,09:20,Test Lab,0,0,0,0,104
Thursday,,,2,09:20,10:10,Test Lab,0,0,1,0,104
Thursday,cse_g2,8.0,3,10:30,11:20,Test Lab,2,0,1,1,104
Thursday,cse_g2,8.0,4,11:20,12:10,Test Lab,2,1,1,1,104
Thursday,cse_g1,6.0,5,13:40,14:30,Test Lab,4,1,1,1,104
Thursday,cse_g1,6.0,6,14:30,15:20,Test Lab,4,1,1,1,104
Thursday,cse_g1,6.0,7,15:30,16:20,Test Lab,4,1,1,1,104
Thursday,cse_g1,6.0,8,16:20,17:10,Test Lab,4,1,0,1,104
Friday,cse_aiml,6.0,1,08:30,09:20,Test Lab,4,0,1,1,104
Friday,cse_aiml,6.0,2,09:20,10:10,Test Lab,4,1,1,1,104
Friday,cse_aiml,6.0,3,10:30,11:20,Test Lab,4,1,1,1,104
Friday,cse_aiml,6.0,4,11:20,12:10,Test Lab,4,1,1,1,104
Friday,cse_g1,6.0,5,13:40,14:30,Test Lab,2,1,1,1,104
Friday,cse_g1,6.0,6,14:30,15:20,Test Lab,2,1,1,1,104
Friday,cse_g2,4.0,7,15:30,16:20,Test Lab,2,1,1,1,104
Friday,cse_g2,4.0,8,16:20,17:10,Test Lab,2,1,0,1,104
Monday,,,1,08:30,09:20,Test Lab,0,0,0,0,105
Monday,,,2,09:20,10:10,Test Lab,0,0,1,0,105
Monday,cse_g1,6.0,3,10:30,11:20,Test Lab,2,0,1,1,105
Monday,cse_g1,6.0,4,11:20,12:10,Test Lab,2,1,1,1,105
Monday,cse_g2,2.0,5,13:40,14:30,Test Lab,2,1,1,1,105
Monday,cse_g2,2.0,6,14:30,15:20,Test Lab,2,1,0,0,105
Monday,,,7,15:30,16:20,Test Lab,0,1,0,0,105
Monday,,,8,16:20,17:10,Test Lab,0,0,0,0,105
Tuesday,cse_g1,4.0,1,08:30,09:20,Test Lab,4,0,1,1,105
Tuesday,cse_g1,4.0,2,09:20,10:10,Test Lab,4,1,1,0,105
Tuesday,cse_g1,4.0,3,10:30,11:20,Test Lab,4,1,1,1,105
Tuesday,cse_g1,4.0,4,11:20,12:10,Test Lab,4,1,1,1,105
Tuesday,cse_aiml,6.0,5,13:40,14:30,Test Lab,4,1,1,1,105
Tuesday,cse_aiml,6.0,6,14:30,15:20,Test Lab,4,1,1,0,105
Tuesday,cse_aiml,6.0,7,15:30,16:20,Test Lab,4,1,1,1,105
Tuesday,cse_aiml,6.0,8,16:20,17:10,Test Lab,4,1,0,1,105
Wednesday,,,1,08:30,09:20,Test Lab,0,0,1,0,105
Wednesday,cse_g2,6.0,2,09:20,10:10,Test Lab,2,0,1,1,105
Wednesday,cse_g2,6.0,3,10:30,11:20,Test Lab,2,1,0,1,105
Wednesday,,,4,11:20,12:10,Test Lab,0,1,1,0,105
Wednesday,cse_g1,2.0,5,13:40,14:30,Test Lab,2,0,1,1,105
Wednesday,cse_g1,2.0,6,14:30,15:20,Test Lab,2,1,1,1,105
Wednesday,cse_g1,8.0,7,15:30,16:20,Test Lab,2,1,1,1,105
Wednesday,cse_g1,8.0,8,16:20,17:10,Test Lab,2,1,0,1,105
Thursday,,,1,08:30,09:20,Test Lab,0,0,0,0,105
Thursday,,,2,09:20,10:10,Test Lab,0,0,1,0,105
Thursday,cse_g2,8.0,3,10:30,11:20,Test Lab,2,0,1,1,105
Thursday,cse_g2,8.0,4,11:20,12:10,Test Lab,2,1,1,1,105
Thursday,cse_g1,6.0,5,13:40,14:30,Test Lab,4,1,1,1,105
Thursday,cse_g1,6.0,6,14:30,15:20,Test Lab,4,1,1,1,105
Thursday,cse_g1,6.0,7,15:30,16:20,Test Lab,4,1,1,1,105
Thursday,cse_g1,6.0,8,16:20,17:10,Test Lab,4,1,0,1,105
Friday,cse_aiml,6.0,1,08:30,09:20,Test Lab,4,0,1,1,105
Friday,cse_aiml,6.0,2,09:20,10:10,Test Lab,4,1,1,1,105
Friday,cse_aiml,6.0,3,10:30,11:20,Test Lab,4,1,1,1,105
Friday,cse_aiml,6.0,4,11:20,12:10,Test Lab,4,1,1,0,105
Friday,cse_g1,6.0,5,13:40,14:30,Test Lab,2,1,1,1,105
Friday,cse_g1,6.0,6,14:30,15:20,Test Lab,2,1,1,1,105
Friday,cse_g2,4.0,7,15:30,16:20,Test Lab,2,1,1,1,105
Friday,cse_g2,4.0,8,16:20,17:10,Test Lab,2,1,0,1,105
Monday,,,1,08:30,09:20,Test Lab,0,0,0,0,106
Monday,,,2,09:20,10:10,Test Lab,0,0,1,0,106
Monday,cse_g1,6.0,3,10:30,11:20,Test Lab,2,0,1,1,106
Monday,cse_g1,6.0,4,11:20,12:10,Test Lab,2,1,1,1,106
Monday,cse_g2,2.0,5,13:40,14:30,Test Lab,2,1,1,1,106
Monday,cse_g2,2.0,6,14:30,15:20,Test Lab,2,1,0,1,106
Monday,,,7,15:30,16:20,Test Lab,0,1,0,0,106
Monday,,,8,16:20,17:10,Test Lab,0,0,0,0,106
Tuesday,cse_g1,4.0,1,08:30,09:20,Test Lab,4,0,1,1,106
Tuesday,cse_g1,4.0,2,09:20,10:10,Test Lab,4,1,1,1,106
Tuesday,cse_g1,4.0,3,10:30,11:20,Test Lab,4,1,1,1,106
Tuesday,cse_g1,4.0,4,11:20,12:10,Test Lab,4,1,1,1,106
Tuesday,cse_aiml,6.0,5,13:40,14:30,Test Lab,4,1,1,1,106
Tuesday,cse_aiml,6.0,6,14:30,15:20,Test Lab,4,1,1,1,106
Tuesday,cse_aiml,6.0,7,15:30,16:20,Test Lab,4,1,1,1,106
Tuesday,cse_aiml,6.0,8,16:20,17:10,Test Lab,4,1,0,1,106
Wednesday,,,1,08:30,09:20,Test Lab,0,0,1,0,106
Wednesday,cse_g2,6.0,2,09:20,10:10,Test Lab,2,0,1,1,106
Wednesday,cse_g2,6.0,3,10:30,11:20,Test Lab,2,1,0,1,106
Wednesday,,,4,11:20,12:10,Test Lab,0,1,1,0,106
Wednesday,cse_g1,2.0,5,13:40,14:30,Test Lab,2,0,1,1,106
Wednesday,cse_g1,2.0,6,14:30,15:20,Test Lab,2,1,1,1,106
Wednesday,cse_g1,8.0,7,15:30,16:20,Test Lab,2,1,1,0,106
Wednesday,cse_g1,8.0,8,16:20,17:10,Test Lab,2,1,0,1,106
Thursday,,,1,08:30,09:20,Test Lab,0,0,0,0,106
Thursday,,,2,09:20,10:10,Test Lab,0,0,1,0,106
Thursday,cse_g2,8.0,3,10:30,11:20,Test Lab,2,0,1,1,106
Thursday,cse_g2,8.0,4,11:20,12:10,Test Lab,2,1,1,1,106
Thursday,cse_g1,6.0,5,13:40,14:30,Test Lab,4,1,1,1,106
Thursday,cse_g1,6.0,6,14:30,15:20,Test Lab,4,1,1,1,106
Thursday,cse_g1,6.0,7,15:30,16:20,Test Lab,4,1,1,1,106
Thursday,cse_g1,6.0,8,16:20,17:10,Test Lab,4,1,0,0,106
Friday,cse_aiml,6.0,1,08:30,09:20,Test Lab,4,0,1,1,106
Friday,cse_aiml,6.0,2,09:20,10:10,Test Lab,4,1,1,1,106
Friday,cse_aiml,6.0,3,10:30,11:20,Test Lab,4,1,1,1,106
Friday,cse_aiml,6.0,4,11:20,12:10,Test Lab,4,1,1,1,106
Friday,cse_g1,6.0,5,13:40,14:30,Test Lab,2,1,1,1,106
Friday,cse_g1,6.0,6,14:30,15:20,Test Lab,2,1,1,1,106
Friday,cse_g2,4.0,7,15:30,16:20,Test Lab,2,1,1,1,106
Friday,cse_g2,4.0,8,16:20,17:10,Test Lab,2,1,0,1,106
Monday,,,1,08:30,09:20,Test Lab,0,0,0,0,107
Monday,,,2,09:20,10:10,Test Lab,0,0,1,0,107
Monday,cse_g1,6.0,3,10:30,11:20,Test Lab,2,0,1,0,107
Monday,cse_g1,6.0,4,11:20,12:10,Test Lab,2,1,1,1,107
Monday,cse_g2,2.0,5,13:40,14:30,Test Lab,2,1,1,1,107
Monday,cse_g2,2.0,6,14:30,15:20,Test Lab,2,1,0,1,107
Monday,,,7,15:30,16:20,Test Lab,0,1,0,0,107
Monday,,,8,16:20,17:10,Test Lab,0,0,0,0,107
Tuesday,cse_g1,4.0,1,08:30,09:20,Test Lab,4,0,1,1,107
Tuesday,cse_g1,4.0,2,09:20,10:10,Test Lab,4,1,1,1,107
Tuesday,cse_g1,4.0,3,10:30,11:20,Test Lab,4,1,1,1,107
Tuesday,cse_g1,4.0,4,11:20,12:10,Test Lab,4,1,1,1,107
Tuesday,cse_aiml,6.0,5,13:40,14:30,Test Lab,4,1,1,1,107
Tuesday,cse_aiml,6.0,6,14:30,15:20,Test Lab,4,1,1,1,107
Tuesday,cse_aiml,6.0,7,15:30,16:20,Test Lab,4,1,1,1,107
Tuesday,cse_aiml,6.0,8,16:20,17:10,Test Lab,4,1,0,1,107
Wednesday,,,1,08:30,09:20,Test Lab,0,0,1,0,107
Wednesday,cse_g2,6.0,2,09:20,10:10,Test Lab,2,0,1,1,107
Wednesday,cse_g2,6.0,3,10:30,11:20,Test Lab,2,1,0,1,107
Wednesday,,,4,11:20,12:10,Test Lab,0,1,1,0,107
Wednesday,cse_g1,2.0,5,13:40,14:30,Test Lab,2,0,1,1,107
Wednesday,cse_g1,2.0,6,14:30,15:20,Test Lab,2,1,1,1,107
Wednesday,cse_g1,8.0,7,15:30,16:20,Test Lab,2,1,1,1,107
Wednesday,cse_g1,8.0,8,16:20,17:10,Test Lab,2,1,0,1,107
Thursday,,,1,08:30,09:20,Test Lab,0,0,0,0,107
Thursday,,,2,09:20,10:10,Test Lab,0,0,1,0,107
Thursday,cse_g2,8.0,3,10:30,11:20,Test Lab,2,0,1,1,107
Thursday,cse_g2,8.0,4,11:20,12:10,Test Lab,2,1,1,1,107
Thursday,cse_g1,6.0,5,13:40,14:30,Test Lab,4,1,1,1,107
Thursday,cse_g1,6.0,6,14:30,15:20,Test Lab,4,1,1,0,107
Thursday,cse_g1,6.0,7,15:30,16:20,Test Lab,4,1,1,1,107
Thursday,cse_g1,6.0,8,16:20,17:10,Test Lab,4,1,0,1,107
Friday,cse_aiml,6.0,1,08:30,09:20,Test Lab,4,0,1,1,107
Friday,cse_aiml,6.0,2,09:20,10:10,Test Lab,4,1,1,1,107
Friday,cse_aiml,6.0,3,10:30,11:20,Test Lab,4,1,1,1,107
Friday,cse_aiml,6.0,4,11:20,12:10,Test Lab,4,1,1,1,107
Friday,cse_g1,6.0,5,13:40,14:30,Test Lab,2,1,1,1,107
Friday,cse_g1,6.0,6,14:30,15:20,Test Lab,2,1,1,1,107
Friday,cse_g2,4.0,7,15:30,16:20,Test Lab,2,1,1,1,107
Friday,cse_g2,4.0,8,16:20,17:10,Test Lab,2,1,0,1,107
Monday,,,1,08:30,09:20,Test Lab,0,0,0,0,108
Monday,,,2,09:20,10:10,Test Lab,0,0,1,0,108
Monday,cse_g1,6.0,3,10:30,11:20,Test Lab,2,0,1,1,108
Monday,cse_g1,6.0,4,11:20,12:10,Test Lab,2,1,1,1,108
Monday,cse_g2,2.0,5,13:40,14:30,Test Lab,2,1,1,1,108
Monday,cse_g2,2.0,6,14:30,15:20,Test Lab,2,1,0,1,108
Monday,,,7,15:30,16:20,Test Lab,0,1,0,0,108
Monday,,,8,16:20,17:10,Test Lab,0,0,0,0,108
Tuesday,cse_g1,4.0,1,08:30,09:20,Test Lab,4,0,1,1,108
Tuesday,cse_g1,4.0,2,09:20,10:10,Test Lab,4,1,1,1,108
Tuesday,cse_g1,4.0,3,10:30,11:20,Test Lab,4,1,1,0,108
Tuesday,cse_g1,4.0,4,11:20,12:10,Test Lab,4,1,1,1,108
Tuesday,cse_aiml,6.0,5,13:40,14:30,Test Lab,4,1,1,1,108
Tuesday,cse_aiml,6.0,6,14:30,15:20,Test Lab,4,1,1,1,108
Tuesday,cse_aiml,6.0,7,15:30,16:20,Test Lab,4,1,1,1,108
Tuesday,cse_aiml,6.0,8,16:20,17:10,Test Lab,4,1,0,1,108
Wednesday,,,1,08:30,09:20,Test Lab,0,0,1,0,108
Wednesday,cse_g2,6.0,2,09:20,10:10,Test Lab,2,0,1,1,108
Wednesday,cse_g2,6.0,3,10:30,11:20,Test Lab,2,1,0,1,108
Wednesday,,,4,11:20,12:10,Test Lab,0,1,1,0,108
Wednesday,cse_g1,2.0,5,13:40,14:30,Test Lab,2,0,1,1,108
Wednesday,cse_g1,2.0,6,14:30,15:20,Test Lab,2,1,1,1,108
Wednesday,cse_g1,8.0,7,15:30,16:20,Test Lab,2,1,1,1,108
Wednesday,cse_g1,8.0,8,16:20,17:10,Test Lab,2,1,0,1,108
Thursday,,,1,08:30,09:20,Test Lab,0,0,0,0,108
Thursday,,,2,09:20,10:10,Test Lab,0,0,1,0,108
Thursday,cse_g2,8.0,3,10:30,11:20,Test Lab,2,0,1,1,108
Thursday,cse_g2,8.0,4,11:20,12:10,Test Lab,2,1,1,1,108
Thursday,cse_g1,6.0,5,13:40,14:30,Test Lab,4,1,1,1,108
Thursday,cse_g1,6.0,6,14:30,15:20,Test Lab,4,1,1,0,108
Thursday,cse_g1,6.0,7,15:30,16:20,Test Lab,4,1,1,1,108
Thursday,cse_g1,6.0,8,16:20,17:10,Test Lab,4,1,0,1,108
Friday,cse_aiml,6.0,1,08:30,09:20,Test Lab,4,0,1,0,108
Friday,cse_aiml,6.0,2,09:20,10:10,Test Lab,4,1,1,1,108
Friday,cse_aiml,6.0,3,10:30,11:20,Test Lab,4,1,1,1,108
Friday,cse_aiml,6.0,4,11:20,12:10,Test Lab,4,1,1,1,108
Friday,cse_g1,6.0,5,13:40,14:30,Test Lab,2,1,1,1,108
Friday,cse_g1,6.0,6,14:30,15:20,Test Lab,2,1,1,1,108
Friday,cse_g2,4.0,7,15:30,16:20,Test Lab,2,1,1,1,108
Friday,cse_g2,4.0,8,16:20,17:10,Test Lab,2,1,0,1,108
Monday,,,1,08:30,09:20,Test Lab,0,0,0,0,109
Monday,,,2,09:20,10:10,Test Lab,0,0,1,0,109
Monday,cse_g1,6.0,3,10:30,11:20,Test Lab,2,0,1,1,109
Monday,cse_g1,6.0,4,11:20,12:10,Test Lab,2,1,1,1,109
Monday,cse_g2,2.0,5,13:40,14:30,Test Lab,2,1,1,1,109
Monday,cse_g2,2.0,6,14:30,15:20,Test Lab,2,1,0,1,109
Monday,,,7,15:30,16:20,Test Lab,0,1,0,0,109
Monday,,,8,16:20,17:10,Test Lab,0,0,0,0,109
Tuesday,cse_g1,4.0,1,08:30,09:20,Test Lab,4,0,1,1,109
Tuesday,cse_g1,4.0,2,09:20,10:10,Test Lab,4,1,1,1,109
Tuesday,cse_g1,4.0,3,10:30,11:20,Test Lab,4,1,1,1,109
Tuesday,cse_g1,4.0,4,11:20,12:10,Test Lab,4,1,1,1,109
Tuesday,cse_aiml,6.0,5,13:40,14:30,Test Lab,4,1,1,1,109
Tuesday,cse_aiml,6.0,6,14:30,15:20,Test Lab,4,1,1,1,109
Tuesday,cse_aiml,6.0,7,15:30,16:20,Test Lab,4,1,1,0,109
Tuesday,cse_aiml,6.0,8,16:20,17:10,Test Lab,4,1,0,1,109
Wednesday,,,1,08:30,09:20,Test Lab,0,0,1,0,109
Wednesday,cse_g2,6.0,2,09:20,10:10,Test Lab,2,0,1,1,109
Wednesday,cse_g2,6.0,3,10:30,11:20,Test Lab,2,1,0,1,109
Wednesday,,,4,11:20,12:10,Test Lab,0,1,1,0,109
Wednesday,cse_g1,2.0,5,13:40,14:30,Test Lab,2,0,1,1,109
Wednesday,cse_g1,2.0,6,14:30,15:20,Test Lab,2,1,1,1,109
Wednesday,cse_g1,8.0,7,15:30,16:20,Test Lab,2,1,1,1,109
Wednesday,cse_g1,8.0,8,16:20,17:10,Test Lab,2,1,0,1,109
Thursday,,,1,08:30,09:20,Test Lab,0,0,0,0,109
Thursday,,,2,09:20,10:10,Test Lab,0,0,1,0,109
Thursday,cse_g2,8.0,3,10:30,11:20,Test Lab,2,0,1,1,109
Thursday,cse_g2,8.0,4,11:20,12:10,Test Lab,2,1,1,1,109
Thursday,cse_g1,6.0,5,13:40,14:30,Test Lab,4,1,1,1,109
Thursday,cse_g1,6.0,6,14:30,15:20,Test Lab,4,1,1,1,109
Thursday,cse_g1,6.0,7,15:30,16:20,Test Lab,4,1,1,1,109
Thursday,cse_g1,6.0,8,16:20,17:10,Test Lab,4,1,0,1,109
Friday,cse_aiml,6.0,1,08:30,09:20,Test Lab,4,0,1,1,109
Friday,cse_aiml,6.0,2,09:20,10:10,Test Lab,4,1,1,1,109
Friday,cse_aiml,6.0,3,10:30,11:20,Test Lab,4,1,1,1,109
Friday,cse_aiml,6.0,4,11:20,12:10,Test Lab,4,1,1,1,109
Friday,cse_g1,6.0,5,13:40,14:30,Test Lab,2,1,1,1,109
Friday,cse_g1,6.0,6,14:30,15:20,Test Lab,2,1,1,1,109
Friday,cse_g2,4.0,7,15:30,16:20,Test Lab,2,1,1,1,109
Friday,cse_g2,4.0,8,16:20,17:10,Test Lab,2,1,0,1,109
Monday,,,1,08:30,09:20,Test Lab,0,0,0,0,110
Monday,,,2,09:20,10:10,Test Lab,0,0,1,0,110
Monday,cse_g1,6.0,3,10:30,11:20,Test Lab,2,0,1,1,110
